idx,w_step_out,w_robot_out,w_conv_out,w_inspect,bottles,blocked,score,is_default
78,0.22839553015635006,0.06074184574065263,0.15649241730895747,0.55437020679404,235.0,3.251375081597222,233.37431245920138,False
79,0.43193772521564217,0.20743251871718973,0.2168333721546434,0.14379638391252475,237.2,0.5593367900855997,236.9203316049572,False
80,0.36788616383326234,0.12810611021955454,0.3021524926804343,0.20185523326674878,237.2,0.0861585763888889,237.15692071180555,False
81,0.0913344674461154,0.4371740443035371,0.32634558280878767,0.1451459054415598,238.2,0.12811689447710878,238.13594155276144,False
82,0.3839320911516451,0.04762362978372691,0.14917691024365964,0.4192673688209682,237.2,0.0,237.2,False
83,0.2322940344628485,0.053750678927745876,0.7052404802930337,0.008714806316371879,240.2,2.483822655325521,238.95808867233723,False
84,0.2966067754875876,0.025688896030072125,0.6546391176339612,0.023065210848379022,237.8,0.3256217708333333,237.63718911458335,False
85,0.2264749760141549,0.02642912671607847,0.6627203976589624,0.08437549961080422,236.2,3.604643527460938,234.3976782362695,False
86,0.27529239510615244,0.2296018308121835,0.15704537116847653,0.33806040291318745,241.0,0.04963317187500001,240.9751834140625,False
87,0.08314257781206925,0.3079146613127984,0.006858685419341386,0.602084075455791,243.2,0.0,243.2,False
88,0.28040602530164205,0.0998679156842326,0.19868039652621317,0.42104566248791225,240.6,0.0,240.6,False
89,0.15808416790129184,0.33105555004186865,0.3609069906315849,0.14995329142525465,237.0,0.0,237.0,False
90,0.5418595903625397,0.23135435925135978,0.03958719028407018,0.1871988601020304,236.4,0.47100998017480855,236.1644950099126,False
91,0.0780108317619164,0.5231970100597928,0.06073509252767124,0.33805706565061955,239.4,0.43390763888888884,239.18304618055555,False
92,0.3810592879279791,0.022442993681712743,0.15916893351973443,0.4373287848705737,234.6,0.2138002471354167,234.4930998764323,False
93,0.27473558154032807,0.2620468213814688,0.3535639495207549,0.10965364755744811,235.8,0.04501875000000001,235.777490625,False
94,0.028689804297737993,0.49499275591026587,0.3825065924811011,0.09381084731089488,238.6,1.0583807986111111,238.07080960069445,False
95,0.039532749296828575,0.16426570307459812,0.5313432309566963,0.26485831667187687,226.6,2.8512993219921876,225.1743503390039,False
96,0.16231657311620537,0.22114090379042423,0.36582224455264406,0.25072027854072637,235.4,0.07777777777777778,235.36111111111111,False
97,0.06206635368345559,0.06150780487534108,0.2074374753935678,0.6689883660476356,226.2,2.9120498385416664,224.74397508072914,False
98,0.04770022949952575,0.2959489049040737,0.6531809056964397,0.0031699598999609052,234.8,0.4666666666666667,234.5666666666667,False
99,0.07852208754944946,0.19290937799565447,0.3253584203180174,0.4032101141368786,237.4,3.6843775694444445,235.55781121527778,False
100,0.21480988412646412,0.04539680901771225,0.219548792895388,0.5202445139604357,235.8,3.1122819261588544,234.24385903692058,False
101,0.1242677075850248,0.2015291939228941,0.665955772659459,0.008247325832622181,236.0,0.0,236.0,False
102,0.6312579286725122,0.007513162279947032,0.34024567922784865,0.020983229819691966,236.4,0.22264303726996532,236.28867848136503,False
103,0.09712385860274575,0.17725633892435358,0.6601252732963526,0.06549452917654805,237.6,2.7054076388888886,236.24729618055554,False
104,0.6316249878272833,0.35404746069927945,0.012875326030049435,0.0014522254433878322,238.0,1.6402180226958296,237.1798909886521,False
105,0.02213976597982024,0.12709315301143553,0.8044496938516504,0.046317387157093624,237.0,2.9527302942144096,235.5236348528928,False
106,0.2778024607344358,0.01667242905928696,0.3103520775889654,0.3951730326173119,235.6,1.9340710763888889,234.63296446180556,False
107,0.3576916683758022,0.3631437829162585,0.2654841061869765,0.013680442520962885,236.6,1.694422292438785,235.7527888537806,False
108,0.2079713696731587,0.11011661908796751,0.11822521549466525,0.5636867957442087,232.0,0.2761111111111111,231.86194444444445,False
109,0.46064060702535026,0.24995016663571715,0.05377010743392048,0.23563911890501216,240.4,0.07972222222222224,240.36013888888888,False
110,0.09127119019482846,0.4714034377473719,0.06143109126943471,0.37589428078836495,241.6,0.5116854166666667,241.34415729166665,False
111,0.22884959911525957,0.045498508447468215,0.6645279984026692,0.0611238940346032,240.0,2.5075631802387153,238.74621840988064,False
112,0.7788326666323075,0.12008860937117678,0.06472683607902466,0.03635188791749114,234.2,0.9511900944234701,233.72440495278826,False
113,0.15274271673422135,0.29128250162423724,0.37191425207680945,0.18406052956473204,238.0,0.0,238.0,False
114,0.4055225604179732,0.18573601593806335,0.021359995618448126,0.38738142802551534,237.8,0.08176388888888889,237.75911805555558,False
115,0.08703720224959784,0.732769180375814,0.06686129520830224,0.11333232216628597,237.8,1.0877044544792622,237.2561477727604,False
116,0.26639855439178245,0.017125653594649255,0.6122058210846008,0.1042699709289677,241.0,0.9157446915798613,240.54212765421008,False
117,0.6921327294196242,0.1620506238780248,0.0679958603166985,0.07782078638565246,234.2,0.03888888888888889,234.18055555555554,False
118,0.09398818111219573,0.0900011563359698,0.25155442793996813,0.5644562346118662,231.0,3.5614942829861116,229.21925285850693,False
119,0.3098036862549623,0.2881082108880687,0.1463290259191434,0.2557590769378256,238.6,0.1290335763888889,238.53548321180554,False
120,0.5791969076967342,0.038842154408217096,0.1944003570342135,0.1875605808608352,234.6,0.7308617894368963,234.23456910528154,False
