idx,w_step_out,w_pre_var,w_var,w_cont,w_inspect,bottles,blocked,score,is_default
114,0.035033041730132,0.023189727585216192,0.28249358024134796,0.31664699154898024,0.34263665889432354,225.2,0.2,225.1,False
115,0.510005127475697,0.028021840852309837,0.1672856898956537,0.08576005130827828,0.20892729046806105,239.0,0.6618849928891419,238.66905750355542,False
116,0.012918923126186123,0.0932834747081805,0.3683960261786607,0.07488557087012908,0.45051600511684353,225.4,0.3,225.25,False
117,0.10664103610939234,0.21474677152570323,0.1920317706984128,0.46432409811441483,0.022256323552076997,229.2,0.528059224428284,228.93597038778586,False
118,0.015775808528913214,0.44400565674773534,0.008827001600520135,0.15769515706326212,0.3736963760595691,230.0,0.9364944499294502,229.53175277503527,False
119,0.21412257769867946,0.08200472658954168,0.15332628940760362,0.011280836926299317,0.539265569377876,231.4,0.7085039491604694,231.04574802541978,False
120,0.06239995889139045,0.13183318504296812,0.14951352303361823,0.573218935513993,0.0830343975180301,231.6,0.45143529493218315,231.3742823525339,False
121,0.003322054024517019,0.01694744256693996,0.2519543327976816,0.336168189857447,0.39160798075341446,230.6,0.4848895673259642,230.357555216337,False
122,0.21909708500973257,0.33659156282612607,0.19118788399601958,0.011124815428308132,0.24199865273981355,231.0,0.48597393174356196,230.75701303412822,False
123,0.14107483523042938,0.20924929969283737,0.23743604694455828,0.20723496521851412,0.20500485291366077,229.8,0.37699733997819884,229.61150133001092,False
124,0.19846867799609905,0.4514436902334375,0.028676774019061498,0.2660428389414224,0.05536801880997961,234.2,0.6633250137266714,233.86833749313666,False
125,0.0755595941747999,0.035615344448160315,0.18699964501496436,0.3081925517011046,0.3936328646609708,228.8,1.0473544129974637,228.2763227935013,False
126,0.7444938429264241,0.16332340524800626,0.013055330670350692,0.026624926268052754,0.052502494887166316,228.6,7.777595289445394,224.7112023552773,False
127,0.44024207544927274,0.009640265211986913,0.3737188844893442,0.001627099142691506,0.17477167570670465,231.8,2.5753194614363943,230.51234026928182,False
128,0.012665763400835368,0.6877932627195098,0.12456542359843792,0.14177981394994324,0.03319573633127362,231.0,0.6094764949703665,230.69526175251482,False
129,0.285714534826569,0.06938474878171624,0.04284876706252031,0.35493354360523804,0.2471184057239564,231.8,0.7666506735896753,231.41667466320519,False
130,0.015668223484116745,0.31281699472473856,0.41117948606599536,0.22844666346623013,0.031888632258919115,232.0,0.35724318819106465,231.82137840590445,False
131,0.1273503506313363,0.22952764091341285,0.014673632222335479,0.45216809246307826,0.1762802837698371,232.6,0.7311227693309427,232.2344386153345,False
132,0.08810691088805966,0.3558255266294799,0.2933241666950272,0.1883531059464411,0.07439028984099207,233.2,0.836413370228826,232.78179331488556,False
133,0.384731626180754,0.11919409286215392,0.015044209269155673,0.36032477128258333,0.12070530040535303,236.8,2.5547988744751997,235.52260056276242,False
134,0.04544246388536469,0.14695493951182148,0.15590008062818222,0.42409162140145057,0.22761089457318118,225.4,0.34683619710128166,225.22658190144938,False
135,0.09942154793162503,0.2303301695099925,0.01932084892486845,0.49698348623557304,0.1539439473979409,232.8,0.24419310912956488,232.67790344543522,False
136,0.4709361729866436,0.03444912716787537,0.3443300213430376,0.1066641049426633,0.04362057355977995,236.4,2.0359088262051435,235.38204558689745,False
137,0.05465932931732655,0.1730795448676567,0.18450015669052316,0.02940992901243261,0.5583510401120609,229.0,0.739820109792454,228.63008994510378,False
138,0.0003338066491295202,0.18001927992998992,0.05525164173590767,0.1353327287418902,0.6290625429430825,230.8,0.2633459021524561,230.66832704892377,False
139,0.0883510983473591,0.33113522896587616,0.073940882506352,0.3662123428421603,0.14036044733825248,236.4,0.7467604488718035,236.02661977556411,False
140,0.024912918980690302,0.3894352875838667,0.2249838467748488,0.10796256773813163,0.2527053789224625,228.8,0.6130971785402607,228.49345141072988,False
